Molecular Formula,SMILES,XLogP,Molecular Weight,Hydrogen Bond Donors,Hydrogen Bond Acceptors,Element Count,Topological Polar Surface Area,Rotatable Bonds Count,Lipinski_Violations,Ghose_Violations,Veber_Violations,Lipinski_Pass,Ghose_Pass,Veber_Pass,Sweet_Spot_Pass,All_Rules_Pass
C21H30O5,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)CC1,0.553,362.209324,3,5,56,94.83,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C9H11NO2,O=C(OCC)c1ccc(N)cc1,1.564,165.078979,1,3,23,52.32,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C6H14NO2S,[S+](CC[C@H](N)C(=O)O)(C)C,-1.58,164.074525,2,3,24,63.32,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H8O,O=C/C=C/c1ccccc1,1.99,132.057515,0,1,18,17.07,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C35H48N8O11S,S1c2[nH]c3ccccc3c2C[C@@H]4NC(=O)[C@H](C)NC([C@H]5N(C([C@@H](C1)NC(=O)[C@H](NC(=O)C(C)NC([C@@H](NC4=O)C[C@@](O)(CO)C)=O)[C@@H](O)C)=O)C[C@H](O)C5)=O,1.124,788.316325,11,18,103,316.92,12,3,2,2,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C18H20FN3O4,Fc1c(N2CCN(C)CC2)c3OC[C@H](C)n4c3c(c1)c(=O)c(C(=O)O)c4,3.701,361.143784,1,4,46,75.01,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C50H73N15O11,O=C(N1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCN=C(N)N)Cc3ccccc3)CCC2)CO)Cc4ccccc4)CCC1)[C@H]5N(C(=O)[C@@H](N)CCCN=C(N)N)CCC5,-4.855,1059.561398,12,26,149,418.78,34,3,3,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C4H9NO2,O=C(O)C(N)CC,-2.466,103.063329,2,3,16,63.32,5,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H9NO3,O=C(O)CCC(=O)CN,-1.549,131.058243,2,4,18,80.39,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H6Cl6,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@@H]([C@H]1Cl)Cl,3.834,287.860066,0,0,18,0.0,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C22H38O5,O=C1[C@@H]([C@@H](/C=C/C[C@@](O)(CCCC)C)[C@@H](C1)O)CCCCCCC(=O)OC,3.567,382.271924,2,5,65,83.83,19,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C22H24N2O9,O=C1c2c(O)cccc2[C@](O)(C)[C@@H]3C1=C(O)[C@]4(O)C(=O)C(=C(O)[C@H]([C@@H]4[C@H]3O)N(C)C)C(=O)N,-0.811,460.14818,7,10,57,201.85,11,1,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C18H15N2NaO7S,S(=O)(=O)([O-])c1ccc(/N=N/c2c(O)cc(O)cc2)cc1.[Na+].Oc1cc(O)ccc1,3.132,426.049766,4,5,44,171.22,8,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C12H9N2NaO5S,S(=O)(=O)([O-])c1ccc(/N=N/c2c(O)cc(O)cc2)cc1.[Na+],1.922,316.012987,2,5,30,130.76,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C16H32O2,O=C(O)CCCCCCCCCCCCCCC,7.57,256.24023,1,2,50,37.3,16,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C20H40O2,O=C(O)CCCCCCCCCCCCCCCCCCC,9.846,312.302831,1,2,62,37.3,20,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C6H13O9P,P(=O)(OC[C@H]1OC(O)[C@H](O)[C@H]([C@@H]1O)O)(O)O,-3.355,260.029719,6,9,29,166.72,9,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C5H12O,OCCCCC,1.42,88.088815,1,1,18,20.23,5,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C6H14O,OCCCCCC,1.989,102.104465,1,1,21,20.23,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C7H16O,OCCCCCCC,2.558,116.120115,1,1,24,20.23,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
HgI4K2,[Hg-2](I)(I)(I)I.[K+].[K+],5.022,787.515948,0,0,7,0.0,4,2,2,0,❌ Fail,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C12H11N3O6S2,S(=O)(Oc1c(N)ccc(c1)/N=N/c2ccc(OS(=O)O)cc2)O,-1.265,357.008927,3,7,34,182.22,9,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C16H10Cl2N4Na2O7S2,Clc1c(S(=O)(=O)[O-])cc(Cl)c(c1)N2N=C(C)C(C2=O)/N=N/c3ccc(S(=O)(=O)[O-])cc3.[Na+].[Na+],1.999,549.916335,0,11,43,188.55,10,2,1,1,❌ Fail,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C16H10N2Na2O7S2,S(=O)(=O)([O-])c1cc2c(c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)c(O)cc2)cc1.[Na+].[Na+],2.188,451.972481,1,8,39,176.11,7,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C16H10N2Na2O7S2,S(=O)(=O)([O-])c1cc2c(c(/N=N/c3cc(S(=O)(=O)[O-])ccc3)c(O)cc2)cc1.[Na+].[Na+],2.188,451.972481,1,8,39,176.11,7,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C12H15N,N1(CC=C(c2ccccc2)CC1)C,2.176,173.120449,0,1,28,3.24,2,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C15H21NO2,O=C(OC1(c2ccccc2)CCN(C)CC1)CC,2.353,247.157229,0,3,39,29.54,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C7H12,C12C(CCCC1)C2,3.521,96.0939,0,0,19,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H4O,o1cccc1,0.709,68.026215,0,0,9,13.14,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C7H8ClN3O4S2,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,-0.475,296.964475,3,7,25,135.12,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H12O11P2,P(=O)(OCC(=O)[C@H](O)[C@H](O)COP(=O)(O)O)(O)O,-5.625,309.985484,6,11,30,210.67,14,2,1,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
HLiO,[OH-].[Li+],-0.467,24.018744,0,1,3,0.0,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H6N6,n1c(nc(N)nc1N)N,-1.368,126.065394,3,6,15,116.73,3,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
O3P,P([O-])([O-])[O-],-1.848,78.958505,0,3,4,82.77,3,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
CuN2O6,[Cu+2].O=[N+]([O-])[O-].O=[N+]([O-])[O-],-0.038,186.905233,0,0,9,132.4,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H9Cl2N3,Clc1c(NC2=NCCN2)c(Cl)ccc1,2.682,229.017353,2,3,23,36.42,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C3H6O3,O=C(CO)CO,-1.889,90.031694,2,3,12,57.53,4,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H15NO3S,SC[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C,0.638,217.077264,1,4,29,96.41,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C4H8O4,O=C[C@H](O)[C@H](O)CO,-1.981,120.042259,3,4,16,77.76,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C4H8O4,O=C[C@@H](O)[C@@H](O)CO,-1.981,120.042259,3,4,16,77.76,6,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C5H10O5,O=C[C@@H](O)[C@H](O)[C@H](O)CO,-2.653,150.052823,4,5,20,97.99,8,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H6Hg,[Hg](C)C,1.056,232.017593,0,0,9,0.0,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C29H31N7O,O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c4ccc(CN5CCN(C)CC5)cc4,3.037,493.259009,2,8,68,86.28,9,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
Cl2Mg,[Cl-].[Cl-].[Mg+2],1.024,93.922747,0,0,3,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C8H12N2O2,Oc1c(c(cnc1C)CO)CN,-0.581,168.089878,3,3,24,79.37,6,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C18H19NOS,s1c(ccc1)[C@@H](Oc2c3c(ccc2)cccc3)CCNC,4.05,297.118735,1,1,40,49.5,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C4H8N2O,O=CN(/N=C/C)C,0.551,100.063663,0,3,15,32.67,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C17H12Cl2N4,Clc1c(C2=NCc3nnc(n3-c4c2cc(Cl)cc4)C)cccc1,6.122,342.043902,0,3,35,43.07,4,1,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H6OS,S(=O)(C)C,-0.718,78.013936,0,1,10,36.28,2,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H6O,O(C)C,0.02,46.041865,0,1,9,9.23,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C3H4O4,O=C(O)CC(=O)O,-0.299,104.010959,2,4,11,74.6,4,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C7H12O4,O=C(OCC)CC(=O)OCC,1.189,160.073559,0,4,23,52.6,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C14H28O5S,S([C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)CCCCCCCC,2.685,308.165745,4,5,48,115.45,14,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C40H64O12,O=C1O[C@H](C[C@H]2O[C@@H]([C@H](C(=O)O[C@@H](C[C@@H]3O[C@H]([C@@H](C(=O)O[C@H](C[C@H]4O[C@@H]([C@H](C(O[C@@H](C[C@@H]5O[C@H]([C@@H]1C)CC5)C)=O)C)CC4)C)C)CC3)C)C)CC2)C,5.448,736.439777,0,12,116,142.12,8,3,2,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
ClHO,ClO,0.045,51.971592,1,1,3,20.23,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C6H12O4,O1OC(OOC1(C)C)(C)C,1.9,148.073559,0,4,22,36.92,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C9H18O6,O1OC(OOC(OOC1(C)C)(C)C)(C)C,2.85,222.110338,0,6,33,55.38,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C40H56,C1(=C(CCCC1(C)C)C)/C=C/C(=C\C=C\C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)\C)/C,14.734,536.438202,0,0,96,0.0,20,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
O3SrTi,[Sr+2].[Ti](=O)([O-])[O-],-0.235,183.838302,0,3,5,63.19,2,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
O3S,S(=O)(=O)=O,-2.572,79.956815,0,3,4,51.21,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C40H56,C1(=C(CCCC1(C)C)C)/C=C/C(=C\C=C\C(=C/C=C/C=C(/C=C/C=C(\C=CC2C(=CCCC2(C)C)C)/C)\C)\C)/C,15.187,536.438202,0,0,96,0.0,20,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C16H19BrN2,Brc1ccc(C(c2ncccc2)CCN(C)C)cc1,3.414,318.073161,0,2,38,16.13,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C11H13NO3,O=C(Oc1c2OC(C)Cc2ccc1)NC,1.4,207.089543,1,2,28,47.56,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C20H23N,N(CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,4.926,277.18305,0,1,44,3.24,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
N2O5,O=[N+](O[N+](=O)[O-])[O-],0.76,107.980721,0,0,7,95.51,4,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C16H16ClNO2S,Clc1c(cccc1)[C@H](N2Cc3c(scc3)CC2)C(=O)OC,2.732,321.059027,0,3,37,57.78,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
O4Xe,[Xe](=O)(=O)(=O)=O,-1.596,195.883812,0,4,5,68.28,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C35H38Cl2N8O4,Clc1c(ccc(c1)Cl)[C@@]2(O[C@@H](COc3ccc(N4CCN(c5ccc(-n6c(=O)n(C(CC)C)nc6)cc5)CC4)cc3)CO2)Cn7ncnc7,6.709,704.239307,0,7,87,104.7,15,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C19H30O2,O=C1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,4.498,290.22458,1,2,51,37.3,3,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
H5NO,[OH-].[NH4+],-0.467,35.037114,1,1,7,0.0,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C38H60O18,O=C(O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)[C@]2([C@@H]3[C@]([C@H]4[C@@]5(CC(=C)[C@](C5)(O[C@@H]6O[C@@H]([C@@H](O)[C@@H]([C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@@H]([C@H]7O)O)CO)O)CO)CC4)CC3)(CCC2)C)C,0.043,804.377965,11,18,116,294.98,23,3,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
CaO4S,[Ca+2].S(=O)(=O)([O-])[O-],-1.764,135.91432,0,4,6,88.64,2,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C15H23N6O5S,[S+](C[C@H]1O[C@@H](n2c3ncnc(c3nc2)N)[C@@H]([C@@H]1O)O)(CCC(N)C(=O)O)C,-2.992,399.145064,5,10,50,182.63,13,0,1,2,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C24H27NO5S,S1C(=O)NC(C1Cc2ccc(OCC3(Oc4c(c(c(O)c(c4C)C)C)CC3)C)cc2)=O,3.603,441.160994,2,3,58,110.16,10,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C6H7N3O,O=C(NN)c1ccncc1,-0.823,137.058912,2,4,17,68.01,2,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C14H21N3O2S,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1,0.88,295.135448,2,4,41,73.58,9,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C3H6O,O1C(C)C1,0.27,58.041865,0,1,10,12.53,1,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
BaH2O2,[Ba+2].[OH-].[OH-],-0.934,171.910727,0,2,5,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
BrH,Br,0.85,79.926162,0,0,2,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C8H17N,N1[C@H](CCCC1)CCC,2.075,127.1361,1,1,26,12.03,3,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C18H19N3O3S,S1C(=O)NC(C1Cc2ccc(OCCN(c3ncccc3)C)cc2)=O,2.443,357.114712,1,5,44,96.83,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C19H20N2O3S,S1C(=O)NC(C1Cc2ccc(OCCc3ncc(CC)cc3)cc2)=O,2.341,356.119464,1,4,45,93.59,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C8H11NO,Oc1ccc(CCN)cc1,0.896,137.084064,2,1,21,46.25,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C9H13NO,O[C@@H](c1ccccc1)[C@@H](N)C,0.998,151.099714,2,2,24,46.25,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C9H11NO,O=C(c1ccccc1)[C@@H](N)C,1.321,149.084064,1,2,22,43.09,4,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
ClO4,Cl(=O)(=O)(=O)[O-],-0.685,98.948511,0,4,5,74.27,1,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C2H6S,SCC,1.305,62.019021,0,0,9,38.8,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C42H58O6,O=C(/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C=C1C(O)(CC(OC(=O)C)CC1(C)C)C)\C)\C)/C)/C)CC23OC2(CC(CC3(C)C)O)C,9.874,658.42334,2,6,106,96.36,25,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C22H29N7O5,O=C(N[C@H]1[C@@H](O)[C@H](n2c3ncnc(c3nc2)N(C)C)O[C@@H]1CO)[C@@H](N)Cc4ccc(OC)cc4,0.6,471.223017,4,10,63,160.88,14,0,0,2,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C9H13NO,O[C@H](c1ccccc1)[C@@H](N)C,0.998,151.099714,2,2,24,46.25,5,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C18H23NO3S,S1C(=O)NC(C1Cc2ccc(OCC3(CCCCC3)C)cc2)=O,3.786,333.139865,1,3,46,80.7,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C12H17NO2,O=C(Oc1c(cccc1)C(CC)C)NC,3.21,207.125929,1,2,32,38.33,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C15H21NO2,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,2.63,247.157229,0,3,39,29.54,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C6H5NO2,O=[N+]([O-])c1ccccc1,1.914,123.032028,0,0,14,43.14,2,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C7H4Cl3NO3,Clc1nc(OCC(=O)O)c(Cl)cc1Cl,2.75,254.925676,1,3,18,59.42,7,0,1,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C7H8N2S,S=C(Nc1ccccc1)N,1.228,152.040819,2,2,18,70.14,3,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
C14H6N2O8,O=C1c2nc(C(=O)O)cc(c2-c3[nH]c(cc3C1=O)C(=O)O)C(=O)O,-2.387,330.012415,4,9,30,174.72,6,0,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C8H11N5O3,O=c1nc([nH]c2c1ncn2COCCO)N,0.463,225.086189,3,5,27,119.05,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C10H16ClNO,[Cl-].Oc1cc([N+](CC)(C)C)ccc1,1.967,201.092042,1,0,29,20.23,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C11H16N2O2,O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,1.077,208.121178,0,3,31,44.12,5,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C32H40BrN5O5,Brc1[nH]c2cccc3c2c1C[C@H]4N(C[C@@H](C=C34)C(=O)N[C@@]5(O[C@@]6(O)[C@H]7N(CCC7)C([C@@H](N6C5=O)CC(C)C)=O)C(C)C)C,3.791,653.221281,3,9,83,118.21,12,1,2,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
HI,I,1.05,127.912298,0,0,2,0.0,0,0,2,0,✅ Pass,❌ Fail,✅ Pass,✅ Pass,❌ Fail
CKN,[K+].N#[C-],-0.566,64.966781,0,1,3,23.79,0,0,3,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H14N4O3,O=C(O)[C@@H](NC(=O)CCN)Cc1nc[nH]c1,-3.785,226.10659,4,6,30,121.1,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C9H14N4O3,O=C(O)C(NC(=O)CCN)Cc1nc[nH]c1,-3.785,226.10659,4,6,30,121.1,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
Na6O18P6,P1(=O)(OP(=O)(OP(=O)(OP(=O)(O[Na])OP(OP(O1)(=O)O[Na])(=O)O[Na])O[Na])O[Na])O[Na],-4.068,611.689649,0,18,30,272.04,12,2,2,2,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C19H27N3O5S2,S(=O)(=O)(Nc1ccc(OCCN(CCc2ccc(NS(=O)(=O)C)cc2)C)cc1)C,2.138,441.139213,2,7,56,121.57,14,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C21H28O5,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)C=C1,1.021,360.193674,3,5,54,94.83,7,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C33H35FN2O5,Fc1ccc(-c2n(c(C(C)C)c(c2-c3ccccc3)C(=O)Nc4ccccc4)CC[C@@H](O)C[C@@H](O)CC(=O)O)cc1,5.678,558.253,4,6,76,111.79,18,2,3,1,❌ Fail,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C25H38O5,O=C1O[C@@H](C[C@H](C1)O)CC[C@@H]2[C@@H]3C(C=C[C@@H]2C)=C[C@H](C)C[C@@H]3OC(=O)C(CC)(C)C,4.775,418.271924,1,5,68,72.83,13,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C18H33ClN2O5S,Cl[C@H]([C@@H](NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)[C@H]2O[C@H](SC)[C@H](O)[C@H]([C@H]2O)O)C,2.001,424.179871,4,7,60,127.56,15,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C24H26FNO4,Fc1ccc(-c2c3c(cccc3)n(c2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)C(C)C)cc1,4.514,411.184587,3,4,56,82.69,14,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C22H28FN3O6S,S(=O)(=O)(N(c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(n1)C(C)C)C)C,2.431,481.168285,3,9,61,149.3,18,0,1,2,✅ Pass,❌ Fail,❌ Fail,✅ Pass,❌ Fail
C23H36O7,O=C(O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)O)C)=C[C@H](C1)O)[C@H](CC)C,2.275,424.246103,4,7,66,124.29,18,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C24H36O5,O=C1O[C@@H](C[C@H](C1)O)CC[C@@H]2[C@@H]3C(C=C[C@@H]2C)=C[C@H](C)C[C@@H]3OC(=O)[C@H](CC)C,4.574,404.256274,1,5,65,72.83,12,0,0,1,✅ Pass,✅ Pass,❌ Fail,❌ Fail,❌ Fail
C26H34FNO5,Fc1ccc(-c2c(c(nc(c2COC)C(C)C)C(C)C)/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc1,3.421,459.242101,3,6,67,99.88,20,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C20H28O2,O=C(O)/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,6.254,300.20893,1,2,50,37.3,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C20H24N2O2,O(c1cc2c(nccc2[C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)cc1)C,2.604,324.183778,1,3,48,45.59,6,0,0,0,✅ Pass,✅ Pass,✅ Pass,✅ Pass,✅ Pass
C5H12NO4PS,S(P(=O)(OC)OC)CC(=O)NC,-1.052,213.022465,1,5,24,99.74,8,0,1,0,✅ Pass,❌ Fail,✅ Pass,❌ Fail,❌ Fail
C20H25ClN2O5,Clc1c(cccc1)C2C(=C(NC(=C2C(=O)OC)C)COCCN)C(=O)OCC,3.164,408.1452,2,7,53,99.88,15,0,0,1,✅ Pass,✅ Pass,❌ Fail,✅ Pass,❌ Fail
C25H22ClNO3,Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,6.232,419.128821,0,3,52,59.32,11,1,1,1,✅ Pass,❌ Fail,❌ Fail,❌ Fail,❌ Fail
C17H21NO,O(c1c(cccc1)C)[C@@H](c2ccccc2)CCNC,3.948,255.162314,1,1,40,21.26,8,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
C18H13ClFN3,Clc1cc2C(=NCc3n(-c2cc1)c(nc3)C)c4c(F)cccc4,4.574,325.078203,0,2,36,30.18,4,0,0,0,✅ Pass,✅ Pass,✅ Pass,❌ Fail,❌ Fail
